PA_Record_Type|PA_Payment_Record_Number|PA_Brand_Code|PA_Agency_Name|PA_Agency_Address_1|PA_Agency_Address_2|PA_Agency_Address_3|PA_Agency_City|PA_Agency_State_Province_Code|PA_Agency_Country_Code|PA_Agency_Postal_Code|PA_Agency_Phone_Number|PA_Agency_Payment_Currency
PA|190916000624|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000625|RF|WORLD TRAVEL INC|1724 WEST SCHUYLKILL ROAD|||DOUGLASSVILLE|PA|US|195189100|1-610-327-9000|USD
PA|190916000626|RF|WORLD TRAVEL INC|1724 WEST SCHUYLKILL ROAD|||DOUGLASSVILLE|PA|US|195189100|1-610-327-9000|USD
PA|190916000627|RF|WORLD TRAVEL INC|1724 WEST SCHUYLKILL ROAD|||DOUGLASSVILLE|PA|US|195189100|1-610-327-9000|USD
PA|190916000628|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000629|RF|CW GOVERNMENT TRAVEL INC|BLDG P 10720 RM A220|CLARK HALL MT BELVEDERE BLVD||FORT DRUM|NY|US|136025018|1-315-773-0046|USD
PA|190916000630|RF|CW GOVERNMENT TRAVEL INC|BLDG P 10720 RM A220|CLARK HALL MT BELVEDERE BLVD||FORT DRUM|NY|US|136025018|1-315-773-0046|USD
PA|190916000631|RF|CW GOVERNMENT TRAVEL INC|BLDG P 10720 RM A220|CLARK HALL MT BELVEDERE BLVD||FORT DRUM|NY|US|136025018|1-315-773-0046|USD
PA|190916000632|RF|TRAVEL MANAGEMENT PARTNERS INC|SUITE 222|7208 FALLS OF NEUSE ROAD||RALEIGH|NC|US|27615|1-919-782-3810|USD
PA|190916000633|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000634|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000635|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000636|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000637|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000638|RF|CALDWELL TRAVEL INC|5341 VIRGINIA WAY|||BRENTWOOD|TN|US|37027|1-615-327-2720|USD
PA|190916000639|RF|ACCOMMODATIONS PLUS INC.|1200 ROUTE 109|||LINDENHURST|NY|US|11757-1031|1-516-798-4444|USD
PA|190916000640|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000641|RF|BENEPLACE, INC.|P.O. Box 203550|||Austin|TX|USA|78720||USD
PA|190916000642|RF|GLOBETROTTER TRAVEL MANAGEMENT SERVICES INC|SUITE 104|18121 GEORGIA AVE||OLNEY|MD|US|208321439|1-301-570-0800|USD
PA|190916000643|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000644|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000645|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000646|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000647|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000648|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000649|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000650|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000651|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000652|RF|DONVAND LIMITED|27 GOSWELL ROAD|||LONDON|GB|GB|EC1M 7GT|44-20-77162400|USD
PA|190916000653|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916000654|RF|GBT US LLC|MC13-01-76 STE 55/B161|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-800-642-8785|USD
PA|190916000655|RF|PROFESSIONAL TRAVEL INC|25000 COUNTRY CLUB BLVD, SUITE 170|||NORTH OLMSTED|OH|US|440705338|1-440-734-8800|USD
PA|190916000656|RF|NHI-2, LLC|P.O. BOX 74008563|||CHICAGO|IL|US|60674-8563|1-847-718-9181|USD
PA|190916000657|RF|HOTELGUIDES.COM, INC.|PO BOX 13318|||CHARLESTON|SC|US|29422-3318|1-800-916-4526|USD
PA|190916000658|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000659|RF|TZELL HOLDINGS LLC|SUITE W320|3033 CAMPUS DRIVE||PLYMOUTH|MN|US|55441|1-616-494-6578|USD
PA|190916000660|RF|GBT US LLC|MC13-01-76 STE 55/B465|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-623-516-5078|USD
PA|190916000661|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000662|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000663|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000664|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000665|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000666|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000667|RF|TRAVEL ONE INC|STE 1500|8009 34TH AVE SOUTH||MINNEAPOLIS|MN|US|554251609|1-952-854-2551|USD
PA|190916000668|RF|TRAVEL ONE INC|STE 1500|8009 34TH AVE SOUTH||MINNEAPOLIS|MN|US|554251609|1-952-854-2551|USD
PA|190916000669|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000670|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000671|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000672|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000673|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000674|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000675|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000676|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000677|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000678|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000679|RF|GBT US LLC|MC13-01-76 STE 55/B255|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-855-531-7347|USD
PA|190916000680|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000681|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000682|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000683|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000684|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000685|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000686|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000687|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000688|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000689|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000690|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000691|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000692|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000693|RF|TRAVELPLAN CORPORATE LIMITED|43-45 MIDDLE ABBEY STREET|||DUBLIN|IE|IE|1|353-1-6053900|USD
PA|190916000694|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000695|RF|HOTELZON FINLAND OY|PORKKALANKATU 3|||HELSINKI|FI|FI|00180|358-60093777|USD
PA|190916000696|RF|HOTELZON FINLAND OY|PORKKALANKATU 3|||HELSINKI|FI|FI|00180|358-60093777|USD
PA|190916000697|RF|HOTEL RESERVATION SERVICEROBERT RAGGE GMBH|BLAUBACH 32|||COLOGNE|DE|DE|50676|49-221-2077500|USD
PA|190916000698|RF|TRAVEL SYNDICATION TECHNOLOGY LLC|SUITE 1000|5555 GLEN RIDGE CONNECTOR||ATLANTA|GA|US|30342|1-404-793-7460|USD
PA|190916000699|RF|HOTEL JV SERVICES LLC|SUITE 1450|3811 TURTLE CREEK||DALLAS|TX|US|75219|1-855-219-7666|USD
PA|190916000700|RF|ENTERTAINMENT PUBLICATIONS|1401 Crooks Rd|Ste 150||Troy|MI|USA|48084||USD
PA|190916000701|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000702|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000703|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000704|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000705|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000706|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000707|RF|BELLINGHAM TVL SVC INC|200 WEST CHESTNUT|||BELLINGHAM|WA|US|982254333|1-360-733-1270|USD
PA|190916000708|RF|SERI IRING TRVL SDN BHD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000709|RF|SERI IRING TRVL SDN BHD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000710|RF|NEW WORLD TRAVEL INC|5757 W. Century Blvd|Suite 820||Los Angeles|CA|US|90045|1-212-754-9100|USD
PA|190916000711|RF|NEW WORLD TRAVEL INC|5757 W. Century Blvd|Suite 820||Los Angeles|CA|US|90045|1-212-754-9100|USD
PA|190916000712|RF|BCD TRAVEL USA LLC|STE 1200|500 W MADISON ST||CHICAGO|IL|US|60661|1-800-331-7149|USD
PA|190916000713|RF|TSI USA|SUITE 900|8111 LBJ FRWY||DALLAS|TX|US|75251|1-214-915-9000|USD
PA|190916000714|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000715|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000716|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000717|RF|PRESCRIPTION FOR TRAVEL|31225 LA BAYA DR|STE 110||WESTLAKE VILLAGE|CA|US|91362-6310|1-818-707-0100|USD
PA|190916000718|RF|INTERACTIVE HOTEL SOLUTIONS INC|PO BOX 504558|||ST. LOUIS|MO|US|631504558|1-417-866-1670|USD
PA|190916000719|RF|TRAVEL SYNDICATION TECHNOLOGY LLC|SUITE 1000|5555 GLEN RIDGE CONNECTOR||ATLANTA|GA|US|30342|1-404-793-7460|USD
PA|190916000720|RF|TRAVEL SYNDICATION TECHNOLOGY LLC|SUITE 1000|5555 GLEN RIDGE CONNECTOR||ATLANTA|GA|US|30342|1-404-793-7460|USD
PA|190916000721|RF|HOTELGUIDES.COM, INC.|PO BOX 13318|||CHARLESTON|SC|US|29422-3318|1-800-916-4526|USD
PA|190916000722|RF|BCD TRAVEL USA LLC|STE 350|45 NE LOOP 410||SAN ANTONIO|TX|US|78216|1-855-275-4019|USD
PA|190916000723|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000724|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000725|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916000726|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000727|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000728|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000729|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000730|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000731|RF|HOTELGUIDES.COM, INC.|PO BOX 13318|||CHARLESTON|SC|US|29422-3318|1-800-916-4526|USD
PA|190916000732|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000733|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000734|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000735|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000736|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000737|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000738|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000739|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000740|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000741|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000742|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000743|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000744|RF|GBT US LLC|MC13-01-76 STE 55/B398|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-716-651-3636|USD
PA|190916000745|RF|ADTRAV CORPORATION|STE 101|4555 SOUTHLAKE PARKWAY||BIRMINGHAM|AL|US|352443238|1-205-444-4833|USD
PA|190916000746|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000747|RF|GBT US LLC|MC13-01-76 STE 55/B205|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-623-516-5507|USD
PA|190916000748|RF|BENEPLACE, INC.|P.O. Box 203550|||Austin|TX|USA|78720||USD
PA|190916000749|RF|BENEPLACE, INC.|P.O. Box 203550|||Austin|TX|USA|78720||USD
PA|190916000750|RF|ANTIQUES & COLLECTIBLES NATIONAL ASSOCIATION|PO Box 4389|||Davidson|NC|USA|28036||USD
PA|190916000751|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916000752|RF|ANDREW PIERCE TRAVEL AGENCY INC.|3525 PIEDMONT RD NE|BUILDING 6 SUITE 408||ATLANTA|GA|US|30305-1578|1-770-738-9038|USD
PA|190916000753|RF|ANDREW PIERCE TRAVEL AGENCY INC.|3525 PIEDMONT RD NE|BUILDING 6 SUITE 408||ATLANTA|GA|US|30305-1578|1-770-738-9038|USD
PA|190916000754|RF|ANDREW PIERCE TRAVEL AGENCY INC.|3525 PIEDMONT RD NE|BUILDING 6 SUITE 408||ATLANTA|GA|US|30305-1578|1-770-738-9038|USD
PA|190916000755|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000756|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000757|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916000758|RF|ATLAS TRAVEL AND TECHNOLOGY GROUP INC|SUITE 3|ONE MAPLE STREET||MILFORD|MA|US|01757|1-508-478-8626|USD
PA|190916000759|RF|AMERICAN INTERNATIONAL TRAVEL INC|SUITE 200|150 NORTH MAIN STREET||BOUNTIFUL|UT|US|84010|1-801-292-8687|USD
PA|190916000760|RF|AMERICAN INTERNATIONAL TRAVEL INC|SUITE 200|150 NORTH MAIN STREET||BOUNTIFUL|UT|US|84010|1-801-292-8687|USD
PA|190916000761|RF|AMERICAN INTERNATIONAL TRAVEL INC|SUITE 200|150 NORTH MAIN STREET||BOUNTIFUL|UT|US|84010|1-801-292-8687|USD
PA|190916000762|RF|AMERICAN INTERNATIONAL TRAVEL INC|SUITE 200|150 NORTH MAIN STREET||BOUNTIFUL|UT|US|84010|1-801-292-8687|USD
PA|190916000763|RF|AMERICAN INTERNATIONAL TRAVEL INC|SUITE 200|150 NORTH MAIN STREET||BOUNTIFUL|UT|US|84010|1-801-292-8687|USD
PA|190916000764|RF|AMERICAN INTERNATIONAL TRAVEL INC|SUITE 200|150 NORTH MAIN STREET||BOUNTIFUL|UT|US|84010|1-801-292-8687|USD
PA|190916000765|RF|AMERICAN INTERNATIONAL TRAVEL INC|SUITE 200|150 NORTH MAIN STREET||BOUNTIFUL|UT|US|84010|1-801-292-8687|USD
PA|190916000766|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000767|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000768|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000769|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000770|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000771|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000772|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000773|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000774|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000775|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000776|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000777|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000778|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000779|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000780|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000781|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000782|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000783|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000784|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000785|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000786|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000787|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000788|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000789|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000790|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000791|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000792|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000793|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000794|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000795|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000796|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000797|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000798|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000799|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000800|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000801|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000802|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000803|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000804|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000805|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000806|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000807|RF|CW WORLDWIDE MEETINGS INC.|1023 ROUTE 146|||CLIFTON PARK|NY|US|12065-3644|1-518-399-7181|USD
PA|190916000808|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000809|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000810|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000811|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000812|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000813|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000814|RF|TZELL HOLDINGS LLC|SUITE W320|3033 CAMPUS DRIVE||PLYMOUTH|MN|US|55441|1-616-494-6578|USD
PA|190916000815|RF|CARLSON WAGONLIT TRAVEL INC|1856 LACKLAND HILL PARKWAY|||SAINT LOUIS|MO|US|631463572|1-314-513-0400|USD
PA|190916000816|RF|CB TRAVEL CORP|SUITE 300|5588 SOUTH GREEN STREET||MURRAY|UT|US|84123|1-801-327-7700|USD
PA|190916000817|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000818|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000819|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000820|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000821|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000822|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916000823|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
